variant,station,count,baseline_rmse,variant_rmse,rmse_delta,rmse_delta_pct,baseline_mae,variant_mae,mae_delta,baseline_r2,variant_r2,r2_delta
lag_only,US-Ne2_CRO_Merged,78817,4.0877486754682435,4.045554363791519,-0.042194311676724716,-1.0322139404006152,1.4264648060668148,1.4579421551837977,0.031477349116982856,0.8917684227140362,0.8939912538689123,0.0022228311548760926
lag_only,US-Ro1_CRO_Merged,8690,5.449400585817102,5.663249032118549,0.21384844630144695,3.9242563091805036,2.0260910673437786,2.149127206758471,0.12303613941469216,0.2549883695538673,0.19536873564468493,-0.059619633909182346
lag_only,US-SP1_ENF_Merged,42657,2.859937070688465,3.5062265275560742,0.6462894568676094,22.59803068715879,1.5839416642429027,1.9499143981189113,0.3659727338760086,0.8084274231701389,0.7120611080051324,-0.09636631516500649
lag_only,US-SRG_GRA_Merged,79185,1.7657757161880487,1.8095634704399584,0.043787754251909616,2.4798027207236992,0.8146551913110688,1.0255742878566723,0.21091909654560348,0.6475209453638555,0.6298226207612829,-0.01769832460257259
lag_only,US-SRM_WSA_Merged,87578,1.808537943807914,1.7115388707564598,-0.09699907305145428,-5.3633971785640675,0.8720063206912062,0.9450424391785767,0.07303611848737046,0.3802052652352771,0.444906468520082,0.06470120328480489
lag_only,US-TKs_CSH_Merged,65822,1.4381420562533234,1.481362068092209,0.043220011838885686,3.005267223147853,0.6637432013137241,0.7278609882386727,0.06411778692494863,0.65435325604194,0.6332658640462105,-0.0210873919957294
lag_only,US-UC1_CVM_Merged,49615,3.4702680584557983,3.4636924829062194,-0.006575575549578883,-0.18948321682403074,1.583908734609436,1.6303667608317043,0.046458026222268245,0.8572602795972268,0.8578007027339222,0.0005404231366953338
lag_only,US-UMd_DBF_Merged,86047,2.7630698289574624,2.685420104876358,-0.07764972408110449,-2.810270057865407,1.257849665388124,1.194032731949185,-0.0638169334389389,0.8530264788463184,0.8611711104926114,0.008144631646292977
lag_only,US-Var_GRA_Merged,87482,2.823437896862569,2.632311122573927,-0.19112677428864178,-6.769292659173544,1.5156295951514172,1.5216851908740747,0.00605559572265757,0.5331414995260493,0.5942082351374923,0.061066735611443046
lag_only,US-Wkg_GRA_Merged,87482,1.3586885060430733,1.521722490117446,0.16303398407437264,11.999364339158111,0.7181660298299202,0.9529859956401341,0.23481996581021392,0.5106356079391678,0.3861482745422231,-0.12448733339694473
lag_only,US-xAE_GRA_Merged,52507,1.8707143133203348,1.7626914812454413,-0.1080228320748935,-5.774416291451982,0.9280351963717416,0.9799778243934025,0.05194262802166094,0.7121107298572391,0.7443986450615157,0.03228791520427654
lag_only,US-xBL_DBF_Merged,44641,2.3787841889264345,2.2723184154560565,-0.106465773470378,-4.475638183824776,1.2388175113801287,1.2050237227067284,-0.03379378867340033,0.8934249066768337,0.9027512536566291,0.009326346979795397
