variant,station,baseline_rmse,candidate_rmse,rmse_delta,rmse_delta_percent,outcome
layernorm_lstm,AU-Sno_EBF_Merged,2.4331816526862817,2.540817154565669,0.10763550187938709,4.423652535788083,loss
layernorm_lstm,CA-TP3_ENF_Merged,2.8155723589413877,2.588268766265507,-0.22730359267588085,-8.073086523741251,win
layernorm_lstm,CA-TP4_ENF_Merged,2.9251529042662403,2.5401651674155103,-0.38498773685072996,-13.161285903695422,win
layernorm_lstm,CH-Crs_GRA_Merged,3.6007448521425434,3.7200718186904376,0.11932696654789421,3.3139522917568387,loss
layernorm_lstm,CH-Fru_GRA_Merged,3.6304910547258857,3.673583538805419,0.04309248407953348,1.1869602053815584,loss
layernorm_lstm,CN-Yuc_CRO_Merged,3.6558525925268204,5.456968605004179,1.8011160124773586,49.26664757105206,loss
layernorm_lstm,CZ-KrP_CRO_Merged,3.9425876544000036,4.492879554857531,0.5502919004575273,13.95763261834879,loss
layernorm_lstm,DE-Amv_WET_Merged,4.049656920184496,3.390418853605338,-0.6592380665791584,-16.27886212516799,win
layernorm_lstm,DE-Har_ENF_Merged,2.5248348781400183,2.691936218981676,0.16710134084165773,6.618307687699445,loss
layernorm_lstm,DE-RuM_CRO_Merged,4.911591817606319,5.694991704917582,0.7833998873112629,15.950020205324297,loss
