variant,station,control_rmse,candidate_rmse,rmse_delta,rmse_delta_pct,outcome
timexer,US-Ro1_CRO_Merged,4.925120648107722,6.895209993864298,1.970089345756576,40.00083422349264,loss
timexer,US-SP1_ENF_Merged,3.0441867160293037,3.7774130299678834,0.7332263139385797,24.08611502302875,loss
timexer,US-SRG_GRA_Merged,1.9010046048695197,2.360833463437446,0.45982885856792644,24.188729337638186,loss
timexer,US-SRM_WSA_Merged,1.6265273015517543,1.9852719551979068,0.3587446536461525,22.055864251642113,loss
timexer,US-TKs_CSH_Merged,1.3708988797332535,0.9959130051543255,-0.37498587457892807,-27.353284777057517,win
timexer,US-UC1_CVM_Merged,3.4319509917109388,3.36639154417304,-0.06555944753789866,-1.910267591123589,win
timexer,US-UMd_DBF_Merged,2.660874283223561,2.6790713547410205,0.01819707151745975,0.6838756581695624,loss
timexer,US-Var_GRA_Merged,2.4498269796200827,2.2917160944217247,-0.15811088519835792,-6.453961300682452,win
timexer,US-Wkg_GRA_Merged,1.5546375602373792,1.7817731537526489,0.22713559351526968,14.61019592763397,loss
timexer,US-xAE_GRA_Merged,1.79486439366455,2.131182573030766,0.3363181793662158,18.737804402011648,loss
timexer,US-xBL_DBF_Merged,2.3337217682526146,2.4567501169487027,0.12302834869608814,5.271765913560733,loss
timexer,US-xCL_GRA_Merged,2.805385551256506,3.935113201001165,1.129727649744659,40.26996037099658,loss
timexer,US-xJR_OSH_Merged,0.8865426402595284,0.9728000236523445,0.08625738339281608,9.72963729838927,loss
timexer,US-xUN_MF_Merged,2.1857643358817946,3.6841813386752986,1.498417002793504,68.55345648180334,loss
modern_tcn,AU-MvB_CRO_Merged,7.052747167782821,6.4153054908701215,-0.6374416769126992,-9.038204004030565,win
modern_tcn,AU-Sil_GRA_Merged,2.9607636898316527,2.657399922324988,-0.30336376750666494,-10.246132393089232,win
modern_tcn,AU-Sno_EBF_Merged,2.292743440591289,2.615565755782684,0.32282231519139515,14.080176153863103,loss
modern_tcn,CA-TP3_ENF_Merged,2.5109557828710174,2.6943378102930384,0.18338202742202103,7.303275855074705,loss
modern_tcn,CA-TP4_ENF_Merged,2.5611972409931987,2.6018461008871943,0.04064885989399558,1.5871038451623698,loss
modern_tcn,CH-Crs_GRA_Merged,3.6183122017574068,3.4283580413607946,-0.18995416039661217,-5.249800177672668,win
modern_tcn,CH-Fru_GRA_Merged,3.742116789132603,3.642163794765349,-0.09995299436725391,-2.6710281907161515,win
modern_tcn,CN-Yuc_CRO_Merged,3.711720199342265,5.062052406996422,1.3503322076541568,36.380226286815535,loss
modern_tcn,CZ-KrP_CRO_Merged,4.157722896121677,4.431533225388046,0.27381032926636895,6.585583890686393,loss
